userId,movieId,rating,timestamp
6,279,3.0,845555436
6,281,4.0,845554320
6,282,3.0,845553522
6,288,2.0,845553283
6,289,3.0,845554455
6,291,3.0,845555571
6,292,4.0,845553253
6,293,3.0,845553660
6,296,2.0,845553110
6,302,3.0,845555436
6,303,3.0,845554099
6,304,4.0,845555546
6,310,3.0,845556119
6,312,1.0,845555151
6,313,3.0,845555546
6,314,5.0,845554603
6,315,4.0,845553522
6,316,5.0,845553174
6,317,4.0,845553457
6,318,5.0,845553200
6,327,1.0,845554062
6,329,4.0,845553200
6,330,3.0,845555071
6,332,3.0,845555046
6,333,5.0,845553757
6,336,3.0,845556223
6,337,5.0,845553586
6,339,4.0,845553253
6,340,4.0,845555265
6,342,3.0,845553938
6,343,3.0,845555172
6,344,3.0,845553146
6,347,3.0,845555300
6,348,3.0,845553938
6,349,5.0,845553146
6,350,5.0,845553489
6,351,4.0,845554455
6,352,3.0,845555382
6,353,4.0,845553726
6,354,4.0,845555402
6,355,4.0,845553819
6,356,5.0,845553200
6,357,3.0,845553457
6,358,3.0,845555265
6,359,3.0,845556412
6,360,3.0,845555094
6,361,4.0,845554376
6,362,3.0,845553994
6,364,5.0,845553317
6,366,3.0,845554962
6,367,4.0,845553317
6,368,5.0,845553726
6,370,4.0,845553794
6,371,3.0,845554141
6,374,3.0,845554296
6,377,5.0,845553317
6,378,3.0,845554987
6,380,4.0,845553110
6,381,3.0,845553994
6,382,3.0,845554397
6,383,3.0,845554320
6,405,3.0,845554603
6,410,3.0,845553354
6,412,3.0,845554505
6,415,4.0,845554420
6,416,3.0,845554962
6,419,3.0,845554224
6,426,3.0,845554551
6,432,5.0,845553489
6,434,4.0,845553200
6,435,3.0,845553489
6,437,3.0,845554505
6,440,4.0,845553457
6,445,3.0,845555124
6,450,4.0,845555024
6,454,4.0,845553283
6,455,3.0,845554062
6,457,5.0,845553174
6,458,3.0,845555546
6,460,3.0,845555281
6,466,2.0,845553844
6,468,4.0,845553907
6,469,4.0,845555477
6,472,3.0,845555632
6,474,4.0,845553522
6,475,4.0,845554099
6,477,4.0,845554141
6,480,5.0,845553200
6,485,3.0,845553794
6,489,3.0,845554505
6,490,3.0,845554584
6,491,4.0,845554141
6,493,3.0,845555172
6,494,3.0,845554176
6,497,3.0,845553819
6,500,5.0,845553354
6,502,3.0,845554455
6,505,3.0,845555317
6,508,4.0,845553586
6,509,3.0,845553522
6,510,3.0,845555546
6,515,4.0,845553794
6,516,4.0,845554908
6,520,3.0,845553844
6,524,3.0,845554479
6,527,3.0,845553426
6,531,3.0,845554296
6,532,3.0,845554224
6,536,3.0,845556181
6,537,3.0,845554551
6,539,3.0,845553426
6,540,3.0,845554099
6,542,4.0,845554524
6,543,3.0,845554099
6,546,2.0,845554349
6,548,3.0,845554908
6,552,3.0,845553875
6,553,5.0,845553559
6,569,4.0,845555342
6,575,3.0,845555070
6,587,5.0,845553381
6,588,5.0,845553146
6,589,3.0,845553317
6,590,5.0,845553109
6,592,3.0,845553109
6,593,4.0,845553174
6,594,4.0,845553819
6,595,5.0,845553174
6,596,3.0,845554141
6,597,4.0,845553354
6,606,3.0,845555024
6,608,3.0,845553844
6,609,4.0,845555342
6,616,5.0,845554062
6,628,3.0,845555300
6,631,4.0,845555265
6,637,4.0,845555046
6,640,1.0,845555362
6,647,4.0,845555151
6,662,3.0,845556147
6,667,3.0,845555342
6,694,3.0,845555694
6,697,3.0,845556378
6,700,4.0,845556147
6,704,3.0,845555571
6,708,4.0,845554376
6,709,5.0,845555249
6,710,3.0,845556223
6,711,4.0,845555317
6,719,2.0,845555694
6,736,5.0,845553619
6,747,3.0,845555046
6,762,1.0,845555006
6,765,3.0,845555632
6,775,3.0,845556462
6,780,5.0,845556915
6,783,5.0,845554584
6,795,3.0,845556506
6,799,3.0,845555656
6,801,3.0,845556194
6,802,4.0,845554584
6,818,3.0,845555514
6,830,5.0,845556222
6,835,4.0,845556194
6,837,3.0,845556241
6,838,4.0,845555514
6,839,3.0,845556120
6,842,3.0,845555675
6,848,4.0,845556340
6,852,4.0,845555694
6,867,3.0,845556412
6,880,3.0,845556181
6,881,3.0,845556340
6,888,3.0,845556448
6,891,3.0,845556241
6,979,3.0,845556808
6,981,3.0,845556567
6,986,4.0,845556475
6,991,4.0,845556808
6,996,4.0,845556323
6,999,2.0,845556412
6,1004,4.0,845556506
6,1006,4.0,845556694
6,1042,3.0,845556462
6,1049,5.0,845556694
6,1061,4.0,845556860
6,1064,4.0,845556579
6,1073,3.0,845555571
6,1082,4.0,845556278
6,1084,3.0,845555454
7,1,4.5,1106635946
7,50,4.5,1106635993
7,58,3.0,1106635520
7,150,4.5,1106635925
7,165,4.0,1106635987
7,260,5.0,1106635933
7,356,5.0,1106635915
7,380,3.0,1106635937
7,466,5.0,1106635532
7,480,5.0,1106635917
7,587,2.0,1106635714
7,588,3.0,1106635971
7,589,2.5,1106635940
7,592,3.0,1106635922
7,593,5.0,1106635912
7,595,3.5,1106712636
7,648,4.0,1106635981
7,750,4.0,1106636810
7,780,4.5,1106635943
7,920,3.0,1106635685
7,924,4.0,1106712615
8,2,4.0,839463806
8,10,2.0,839463509
8,11,4.0,839463806
8,21,4.0,839463564
8,32,3.0,839463624
8,34,5.0,839463546
8,39,3.0,839463644
8,47,4.0,839463546
8,50,5.0,839463644
8,110,3.0,839463527
8,141,3.0,839464076
8,150,4.0,839463422
8,153,2.0,839463451
8,185,5.0,839463509
8,186,4.0,839463856
8,208,3.0,839463509
8,231,4.0,839463470
8,235,3.0,839464076
8,236,3.0,839463767
8,252,3.0,839463856
8,253,5.0,839463509
8,282,3.0,839463767
8,292,3.0,839463489
8,296,4.0,839463422
8,317,3.0,839463644
8,318,5.0,839463489
8,339,3.0,839463509
8,356,3.0,839463527
8,357,5.0,839463767
8,364,5.0,839463546
8,367,3.0,839463564
8,377,4.0,839463644
8,380,5.0,839463422
8,432,1.0,839463702
8,440,3.0,839463728
8,454,4.0,839463546
8,457,3.0,839463489
8,480,4.0,839463527
8,500,2.0,839463624
8,527,5.0,839463728
8,539,3.0,839463728
8,586,3.0,839463702
8,587,3.0,839463702
8,590,5.0,839463422
8,592,3.0,839463422
8,593,4.0,839463470
8,597,3.0,839463728
9,41,3.0,1044656650
9,187,3.0,1044657119
9,223,4.0,1044656650
9,371,3.0,1044656716
9,627,3.0,1044657102
9,922,4.0,1044657026
9,923,5.0,1044657026
11,6,5.0,902154266
11,10,3.0,902154316
11,36,4.0,902155135
11,44,2.0,902154593
11,95,3.0,902154458
11,110,5.0,902154266
11,150,5.0,902154266
11,153,3.0,902154593
11,165,3.0,902154567
11,170,4.0,902154621
11,208,3.0,902154706
11,292,4.0,902154383
11,318,4.0,902155070
11,349,5.0,902154342
11,356,5.0,901200263
11,368,3.0,904510567
11,376,2.0,902154684
11,377,3.0,902154431
11,380,4.0,902154431
11,434,3.0,902154685
11,457,5.0,902154316
11,466,3.0,902154805
11,474,4.0,902154431
11,480,4.0,902154383
11,493,3.0,902154805
11,511,4.0,902154514
11,529,5.0,902155043
11,589,4.0,902154266
11,593,5.0,902155102
11,648,4.0,902154514
11,733,4.0,902154431
11,736,4.0,902154542
11,780,4.0,902154487
14,4,3.0,835441653
14,7,3.0,835441989
14,19,1.0,835441168
14,25,4.0,835441394
14,32,4.0,835441168
14,39,3.0,835441186
14,47,5.0,835441133
14,95,5.0,835441295
14,105,3.0,835441371
14,110,5.0,835441107
14,150,4.0,835440977
14,153,2.0,835441012
14,193,3.0,835441371
14,231,3.0,835441042
14,266,5.0,835441168
14,282,5.0,835441239
14,288,4.0,835441107
14,296,3.0,835440978
14,318,3.0,835441042
14,337,5.0,835441239
14,339,4.0,835441066
14,344,2.0,835441012
14,351,3.0,835441686
14,356,4.0,835441239
14,367,1.0,835441210
14,376,4.0,835441620
14,377,3.0,835441328
14,383,4.0,835441729
14,434,4.0,835441066
14,448,3.0,835442201
14,455,3.0,835441812
14,477,4.0,835441578
14,480,3.0,835441262
14,491,3.0,835441672
14,508,3.0,835441558
14,509,5.0,835441347
14,524,3.0,835442007
14,527,3.0,835441371
14,539,4.0,835441415
14,540,3.0,835441794
14,552,3.0,835441558
14,553,4.0,835441239
14,586,3.0,835441451
14,590,4.0,835440977
14,592,2.0,835440976
14,593,4.0,835441086
14,597,3.0,835441431
14,784,1.0,835442447
15,1,2.5,1510577970
15,44,1.0,1299424916
15,47,3.5,1510571970
15,158,1.0,1299424840
15,172,1.0,1299424762
15,256,3.0,1299425021
15,260,5.0,1510571946
15,293,3.0,1510571962
15,296,4.0,1510571877
15,318,5.0,1510571866
15,355,1.0,1299425002
15,356,5.0,1510571873
15,364,3.0,1510577958
15,527,5.0,1510571982
15,588,3.0,1510577985
15,589,5.0,1510572012
15,596,2.0,1510578088
15,780,3.5,1510572881
15,849,2.0,1299425064
15,858,4.0,1510571941
18,1,3.5,1455209816
18,2,3.0,1455617462
18,6,4.0,1460138360
18,16,4.5,1461311583
18,32,4.0,1455209840
18,34,2.5,1455617533
18,36,4.0,1455617478
18,47,4.5,1455050013
18,50,5.0,1455049343
18,70,3.5,1455735732
18,104,2.5,1455748792
18,110,4.5,1455050170
18,111,4.0,1458516249
18,145,3.5,1456864434
18,163,4.0,1455748933
18,165,4.0,1455209902
18,180,4.0,1455617692
18,208,3.0,1455617516
18,223,4.0,1455617470
18,231,2.5,1455748462
18,235,4.5,1455529905
18,260,4.0,1455049368
18,288,4.0,1455617466
18,293,4.5,1455050049
18,296,4.0,1455050745
18,318,5.0,1455049328
18,329,4.0,1455231677
18,337,4.0,1455748833
18,344,2.5,1455209869
18,356,4.5,1455050112
18,364,3.0,1455209887
18,367,2.5,1455618093
18,370,3.0,1455748940
18,374,2.5,1455617791
18,377,2.5,1455209879
18,380,2.5,1455209846
18,431,4.0,1462138790
18,435,2.0,1459946774
18,442,3.0,1455748803
18,457,3.5,1477432493
18,466,2.5,1459946776
18,480,3.5,1455209811
18,500,3.5,1455618095
18,502,2.0,1456864767
18,508,4.0,1455749987
18,527,4.5,1455050006
18,541,4.0,1456745325
18,555,4.0,1504907725
18,586,3.5,1455748696
18,588,3.5,1455209912
18,589,4.5,1455209793
18,590,4.0,1455209837
18,593,4.5,1455050067
18,595,3.0,1455209900
18,608,4.5,1455050069
18,628,3.5,1459495567
18,648,3.0,1455209873
18,653,3.0,1456955524
18,673,3.0,1455735781
18,745,4.0,1460242118
18,778,4.5,1455050179
18,780,4.0,1455209824
18,784,2.0,1455735643
18,849,3.5,1455735861
18,858,4.0,1455050024
18,904,4.5,1455050080
18,908,4.0,1455748398
18,913,4.0,1517525849
18,919,4.0,1455748544
18,923,5.0,1455059762
18,924,4.0,1458516291
